position.x,position.y,position.z
-0.045974832,-0.01855152,-0.041548281
0.058349644,-0.023717369,-0.048092802
0.021967733,-0.007360142,-0.061893492
-0.070734915,-0.010730725,-0.050611216
0.029539866,0.012793344,-0.070229582
-0.041648183,0.024219977,-0.057689395
0.003254961,0.006996446,-0.050007317
-0.049542378,0.012922576,-0.051945762
0.062183917,-0.020673574,-0.047590078
0.024833616,0.002278301,-0.072600599
0.040068456,0.005154127,-0.053212896
0.016136486,0.023190586,-0.085946157
-0.001777628,0.021162705,-0.07383756
0.02210935,0.020602014,-0.089882811
0.0543773,-0.015753597,-0.06336506
0.062849892,-0.019013615,-0.03740426
0.021515441,-0.023959691,-0.042761526
0.016174124,-0.015191116,-0.044963374
0.037082147,0.02800061,-0.071657858
0.013327223,0.019274861,-0.084998335
-0.001182134,-0.011114128,-0.092521425
0.002390882,0.021354951,-0.067454667
-0.00591146,0.007777993,-0.09289803
0.019160929,0.000602614,-0.057420744
-0.046036097,0.002075896,-0.049744416
-0.067503765,0.021396746,-0.042937322
-0.052637086,0.017173125,-0.046547515
-0.042681662,-0.022952692,-0.06182406
0.026032572,-0.021581061,-0.094438657
-0.008006218,0.028000432,-0.055157989
-0.068983412,0.016619579,-0.05206412
-0.055157361,-0.00993992,-0.059038479
0.062417333,0.021805482,-0.075548712
-0.0168128,-0.004469679,-0.067461754
-0.030624642,-0.006493149,-0.040489257
-0.041052641,0.020068578,-0.068939846
0.074508164,0.025808059,-0.063602889
-0.0023509,0.024352981,-0.088268102
-0.005100515,-0.023627714,-0.053658904
-0.064069324,-0.008601716,-0.045646953
0.076604802,0.008304933,-0.048566895
0.07337712,-0.000677507,-0.051905199
-0.047103052,0.013670916,-0.079795742
-0.032011853,0.008574002,-0.081765418
-0.055408871,0.007406269,-0.050144074
-0.052904332,0.022268973,-0.045321563
0.008131255,-0.005795927,-0.087047735
0.053650207,-0.010821245,-0.048713184
0.040939228,-0.000466647,-0.066607459
0.010183691,-0.008764007,-0.06087751
0.057437992,0.027947942,-0.073953382
0.012748185,-0.01374839,-0.054870085
-0.047182707,0.003463758,-0.046173133
-0.037443979,0.02072661,-0.046989022
0.034023879,-0.015205543,-0.086929482
-0.05218904,-0.00620131,-0.073020464
-0.034922582,-0.021152595,-0.050223177
0.081674934,0.012551887,-0.040198365
0.026702771,0.022529727,-0.055636145
0.001091084,-0.027877038,-0.054414785
-0.057798051,-0.022070652,-0.048726919
-0.053221451,0.018247578,-0.078572032
-0.047517885,-0.014000806,-0.085696095
-0.010424766,-0.001096012,-0.059105658
0.000362126,-0.016667534,-0.065676649
-0.027261242,0.023246057,-0.04045863
-0.035858514,0.009772532,-0.05671442
0.000549133,0.026953127,-0.053204825
-0.030012522,-0.003220845,-0.042706131
-0.034217514,-0.015439832,-0.057469736
0.022460662,0.018826962,-0.086315881
-0.015065793,0.007569304,-0.073165024
-0.000454426,-0.020936698,-0.087371359
0.011874815,0.017482719,-0.054431547
-0.05786512,-0.023317054,-0.044858134
-0.06455081,-0.012707002,-0.045875419
-0.042209171,0.022702717,-0.047474031
-0.085034437,0.027192074,-0.040909464
-0.002192073,-0.007780583,-0.087692164
-0.035917972,-0.000647348,-0.091174143
-0.053475248,0.018349193,-0.061080195
-0.011254858,-0.015005984,-0.05254043
-0.061967487,-0.003628864,-0.041197842
0.059865312,0.025970763,-0.060787772
-0.026326064,-0.025372515,-0.074585616
-0.026680839,0.017873813,-0.053648498
-0.006940284,-0.010794758,-0.058085743
-0.017461199,0.02368822,-0.054385934
0.01581128,-0.014385125,-0.089064665
-0.051622645,0.020478419,-0.064384174
-0.04106593,-0.007928811,-0.061997319
0.046215693,0.028000354,-0.040683118
-0.000895152,0.0045638,-0.077269783
0.011894172,0.013803048,-0.065133238
0.073703529,-0.028000179,-0.044564766
0.035063601,-0.02762276,-0.087252284
0.026824693,0.011471869,-0.059046986
-0.077249185,-0.028000008,-0.0488676
0.051777711,0.010503555,-0.068459068
-0.032363848,-0.02752835,-0.061502667
0.045150533,0.004030078,-0.05476553
-0.064606265,-0.013131367,-0.054693563
-0.031847298,-0.01421149,-0.069205117
-0.016061887,0.02800026,-0.063605293
0.004736603,0.003037598,-0.044043188
-8.26E-05,0.025390663,-0.0920477
-0.061084978,0.011151852,-0.071725962
0.065245304,0.022456682,-0.068606535
0.007931902,0.021325065,-0.051205709
-0.022953137,0.01288592,-0.03941197
-0.058011556,-0.028000522,-0.073917638
-0.021431538,-0.017251566,-0.095578793
-0.020951033,0.004447555,-0.075487844
0.003622333,-0.019838362,-0.080360028
0.065089094,0.015363489,-0.059109456
-0.026083884,-0.00914113,-0.053533446
0.047768452,0.012560937,-0.040967589
0.046987331,-0.014816008,-0.081856264
0.067524168,-0.028000482,-0.066484209
0.015063809,-0.008409945,-0.096786525
-0.001023282,-0.014916583,-0.069005043
0.083080389,-0.002512352,-0.051940689
9.07E-06,-0.012453714,-0.055084906
0.01478298,-0.018044762,-0.048630508
0.084988094,0.019376313,-0.048714826
0.018758496,-0.001455748,-0.049721029
0.064131686,-0.012814274,-0.053012826
-0.007017921,0.028000697,-0.096988383
0.055710042,0.015274638,-0.068220736
0.023609037,-0.008335746,-0.075225657
-0.022037063,-0.019667267,-0.088371867
0.027996869,-0.026390493,-0.093867976
0.035934371,0.024172934,-0.04995582
0.002665581,-0.000918747,-0.061051016
0.044629711,0.005037567,-0.050931216
0.041280658,0.01870568,-0.055473427
0.012863752,-0.020072063,-0.058696975
0.03297617,0.012119029,-0.050316993
-0.025646212,-0.027971569,-0.071015695
0.082715816,0.004923619,-0.052551686
-0.020261401,-0.019696454,-0.0610527
-0.072660137,-0.00500314,-0.054866598
-0.034448529,0.020316766,-0.065642322
0.045539103,0.017663354,-0.055058484
-0.002604477,-0.018542071,-0.06840963
-0.047674012,0.002755426,-0.064435844
0.029714304,-0.011526079,-0.054535731
-0.010983325,-0.016333324,-0.093775417
0.047323901,0.00880756,-0.08581115
-0.055482751,0.000123353,-0.072294156
0.049868454,-0.00409973,-0.049526723
-0.071684374,-0.009358438,-0.060786353
-0.023835492,-0.00370942,-0.081550094
-0.029642882,0.014798927,-0.040927268
0.051269087,-0.013340194,-0.061614489
0.082624678,-0.018023147,-0.052685395
0.071612916,-0.023032703,-0.066887942
0.051275525,-0.028000121,-0.06646916
0.040098954,0.024954556,-0.043204039
-0.063454098,0.000251807,-0.04146385
0.042450213,-0.015817074,-0.06637922
0.004854761,0.020252715,-0.089912192
0.083128292,-0.014300951,-0.042395271
-0.015252037,-0.0244595,-0.058107145
0.005401784,0.002317948,-0.047920149
0.029430854,-0.027509463,-0.049802741
0.078256429,-0.018895035,-0.058925965
-0.057055027,0.018650499,-0.070607038
-0.027772913,0.028000535,-0.044843654
0.018841061,0.01976401,-0.070867302
-0.018165482,0.022300846,-0.075461012
-0.001522813,0.007686586,-0.086427796
-0.002883945,0.024887618,-0.072891917
0.059615625,0.016010025,-0.037259515
0.079099594,-0.002854427,-0.051637108
0.084166737,-0.019677049,-0.042691598
0.031637212,-0.010286392,-0.089811597
-0.087152965,0.016692684,-0.039597358
-0.019650197,-0.013561633,-0.080398043
-0.04389083,-0.004981961,-0.061850119
-0.042217425,0.004912104,-0.072116204
-0.022174308,-0.006774107,-0.095411775
-0.051617021,-0.018795456,-0.045489006
0.053228509,-0.010024543,-0.077487794
-0.025880103,-0.005796642,-0.078819513
-0.034903595,0.019902718,-0.082188667
0.048991939,0.013738196,-0.045164403
-0.033929646,0.022220528,-0.048360757
0.082089459,-0.013095861,-0.053472669
0.0605414,-0.013775326,-0.067018024
0.074745769,-0.005737075,-0.049241017
-0.066364286,-0.024249983,-0.050634837
-0.030118412,-0.005498849,-0.057529179
-0.033692729,0.01839554,-0.078687919
0.061263069,0.001490295,-0.045937551
0.01245361,-0.015763279,-0.04631426
0.031775428,-0.012980592,-0.039619366
-0.082729274,0.020445423,-0.044891375
-0.014855604,-0.009325721,-0.05503005
0.055283175,-0.014164107,-0.06756209
0.060379539,-0.00186889,-0.077129362
-0.009351555,0.008373909,-0.096021809
0.071253385,0.009946441,-0.049371851
0.062566807,0.024585674,-0.058184078
-0.047670673,0.023337297,-0.047371248
-0.043087044,0.015994819,-0.073126423
-0.067885036,0.006342247,-0.070638924
0.068217856,0.011549761,-0.061395361
-0.02884672,0.024810737,-0.056709554
0.002662471,-0.001946151,-0.073248397
0.020312932,-0.003843713,-0.077418347
-0.018266689,-0.020922651,-0.071818588
0.039437599,-0.020897668,-0.071621515
-0.019196656,-0.003298537,-0.07125572
-0.020779871,-0.017456715,-0.077098179
0.081661313,0.01726633,-0.054103564
-0.078735982,-0.02027493,-0.046965192
0.048209672,0.008593061,-0.050435653
-0.000124921,0.024712549,-0.064848623
-0.028430344,0.017424525,-0.062184948
0.007899656,-0.009747263,-0.067084989
0.071116112,0.006368126,-0.056040385
-0.0287363,-0.011032776,-0.069166304
-0.024634651,-0.006460187,-0.075077395
-0.053753802,0.017170082,-0.053131165
-0.05641105,-0.012689022,-0.043602266
-0.018177083,0.02800081,-0.067470562
0.007997731,-0.02558621,-0.083348828
0.007321676,0.028000881,-0.090075244
0.03829186,0.011082825,-0.063851241
0.02390992,0.010558479,-0.080151342
0.057207143,-0.023158959,-0.051884894
-0.023789872,0.002563074,-0.069772724
0.037752474,-0.024801841,-0.060471463
0.086018484,0.001959611,-0.039480569
-0.006190521,0.028000369,-0.089483602
0.017574201,0.008866344,-0.06757839
0.074106574,0.016983513,-0.064058339
-0.038931531,-0.01115356,-0.06805985
-0.076032419,0.028000469,-0.054351389
0.057821956,0.028000334,-0.044649711
0.01994281,0.016751672,-0.08400219
0.071781939,-0.015047146,-0.040571182
-0.012382919,-0.022721057,-0.082316044
-0.005906574,-0.014157576,-0.085140687
-0.002342715,-0.024670671,-0.049127879
0.078138259,-0.015522328,-0.052554158
0.067039614,0.009404794,-0.038560596
-0.073195225,0.004474103,-0.065092209
-0.030482403,0.004653273,-0.062940109
0.015697616,-0.011603078,-0.077201671
-0.003443248,-0.020521331,-0.046584555
0.031799491,0.011519057,-0.039216954
-0.060636012,-0.014173369,-0.056170792
0.071373475,0.025646057,-0.067151444
0.022525145,0.009391004,-0.095334647
-0.020613322,0.004479766,-0.042421458
0.003810136,0.009750553,-0.097879645
0.038541508,0.027999168,-0.067934007
0.066546895,0.006248951,-0.067637783
-0.02956219,-0.025905305,-0.050179588
-0.020185463,0.001831098,-0.084546312
0.00703855,-0.021146918,-0.068652408
0.00999125,0.010229218,-0.094492738
-0.054578507,-0.007077292,-0.047307587
0.038185363,0.028000979,-0.089490281
0.010133916,-0.007071677,-0.070678738
-0.030400848,0.018950102,-0.066372596
-0.026799806,-0.004546557,-0.044687258
0.039624618,-0.015407564,-0.044388668
0.01965439,-0.013820039,-0.094754328
-0.014636122,0.003827215,-0.092805767
0.038297642,0.002496391,-0.066118988
0.010038621,0.027723643,-0.047391336
-0.027966106,-0.009183764,-0.081796291
0.04809013,-0.010419988,-0.058266834
0.073627517,-0.014350967,-0.054437421
0.071940213,-0.00502585,-0.058719133
-0.078616536,-0.003850562,-0.057716335
-0.046295892,-0.022645584,-0.053610416
-0.039633039,-0.009850779,-0.075882218
-0.054274077,0.002034152,-0.040318166
-0.074782629,-0.009027833,-0.063292461
